CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50138206,NOIR,Queens,6628,FOREST AVE,11385,American,10/11/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,10,A,10/11/2024,40.70689007,-73.90311683,405,30,58900,4083493,4034890032,QN20,
50143901,CRISPY CLOUD,Queens,21203,48TH AVE,11364,Asian/Asian Fusion,1/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,1/30/2024,40.7552428,-73.76919272,411,19,144700,4157278,4073290003,QN46,
50080512,OH! DUMPLINGS,Brooklyn,6,BERGEN STREET,11201,Chinese,3/8/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,11,A,3/8/2024,40.68768993,-73.9929651,302,33,6900,3005718,3003840010,BK38,
50126532,EL BUEN SAZON DELI RESTAURANT,Bronx,1130,ZEREGA AVENUE,10462,Latin American,5/1/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,5/1/2024,40.8314076,-73.84458943,209,18,9600,2094889,2038400100,BX59,
41055920,"DUNKIN', BASKIN ROBBINS",Queens,7413,ROOSEVELT AVENUE,11372,American,3/4/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,9,A,3/4/2024,40.74686793,-73.89121371,403,25,28900,4029839,4012850071,QN28,
50145690,KUNG FU,Brooklyn,1950,BATH AVENUE,11214,Chinese/Japanese,2/28/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24,N,,40.60178673,-74.00220749,311,47,28200,3168791,3064410029,BK27,
40386837,WHITE CASTLE,Brooklyn,3101,ATLANTIC AVENUE,11208,Hamburgers,5/14/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,5/14/2024,40.67900429,-73.88099919,305,37,116800,3256546,3039580049,BK82,
50042074,CHIENG GARDEN KITCHEN,Staten Island,183,BROAD STREET,10304,Chinese,8/20/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,36,Z,8/20/2024,40.62422158,-74.08078628,501,49,2100,5014046,5005410008,SI37,
50133330,SPOT DESSERT BAR,Queens,2843,JACKSON AVE,11101,Bakery Products/Desserts,1/19/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,1/19/2024,40.7487499,-73.93786198,402,26,1900,,4,QN31,
50146583,PAPI'S CHEESE STEAKS,Bronx,983,LEGGETT AVENUE,10455,Steakhouse,8/8/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,20,N,,40.81473993,-73.89993901,202,17,8500,2115251,2027070001,BX33,
50093642,DOMINO'S,Brooklyn,7722,13 AVENUE,11228,Pizza,6/18/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,A,6/18/2024,40.61896877,-74.00882506,310,43,20000,3161152,3062430046,BK30,
50093595,AVOCADO SUSHI IIII,Staten Island,1310,FOREST AVENUE,10302,Japanese,8/22/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18,B,8/22/2024,40.62634597,-74.13364065,501,50,20100,5011074,5003860020,SI07,
50125432,MCDONALD'S,Staten Island,1660,RICHMOND AVENUE,10314,American,9/10/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A,9/10/2024,40.60794075,-74.16234341,502,50,29103,5154067,5022360133,SI05,
50129492,NOCHES MEXICANAS,Bronx,524,BROOK AVENUE,10455,Mexican,6/5/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13,A,6/5/2024,40.81456828,-73.91515232,201,17,4300,2100792,2022750003,BX39,
40392140,SALVATORE AND LLOYD'S PIZZA,Staten Island,3850,RICHMOND AVENUE,10312,Pizza,3/5/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,3/5/2024,40.54404627,-74.16507319,503,51,17011,5073837,5055850050,SI01,
50146868,BEANS & MALT,Queens,4102,162ND ST,11358,American,7/25/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,26,B,7/25/2024,40.76121406,-73.80388015,407,20,117100,4120428,4053340017,QN51,
41341959,JERRY'S PIZZA,Bronx,3430,BOSTON ROAD,10469,Pizza,10/28/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,8,A,10/28/2024,40.87602148,-73.84941704,212,12,36400,2060675,2047360005,BX03,
50144539,ROBIN'S PIZZA & FRIED CHICKEN,Queens,6335,39TH AVE,11377,Pizza,7/24/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,12,A,7/24/2024,40.74659078,-73.90035935,402,26,26100,4027929,4012180001,QN63,
40618714,WEBSTER CAFE,Bronx,2873,WEBSTER AVENUE,10458,American,1/9/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,1/9/2024,40.86719036,-73.88374883,207,15,40702,2098799,2032790075,BX05,
40520604,STARBUCKS,Queens,7000,AUSTIN STREET,11375,Coffee/Tea,9/13/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,9/13/2024,40.72088466,-73.84681068,406,29,71100,4000000,4032340150,QN17,
50139035,COMPILATION COFFEE,Brooklyn,343,GOLD STREET,11201,American,10/22/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,10/22/2024,40.69421875,-73.98328912,302,35,1500,3393888,3020490002,BK38,
50129586,BLEUNUK,Brooklyn,1150,NOSTRAND AVENUE,11225,Caribbean,2/15/2024,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,11,A,2/15/2024,40.65950434,-73.95051349,309,40,80000,3115260,3050360048,BK60,
50134844,BLIMPIE TWIN DONUT,Bronx,196,EAST  161 STREET,10451,Sandwiches/Salads/Mixed Buffet,11/4/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,11/4/2024,40.82642445,-73.92128704,204,16,5902,2002797,2024590046,BX14,
50122712,SINGERS,Brooklyn,30,KOSCIUSZKO STREET,11205,Bottled Beverages,3/14/2024,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,22,N,,40.69033229,-73.95379716,303,36,24100,3329656,3017830020,BK75,
50070020,TANDIR ROKHAT,Brooklyn,2678,CONEY ISLAND AVENUE,11235,Middle Eastern,3/18/2024,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,16,B,3/18/2024,40.59133333,-73.960671,315,48,37000,3195539,3072040023,BK19,
50095429,FAMILI,Queens,22012,HORACE HARDING EXPY,11364,Chinese,10/16/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,10/16/2024,40.74875231,-73.75764445,411,23,136700,4162211,4076100001,QN42,
50140993,G and M Cooking,Queens,2426,47TH ST,11103,Italian,9/24/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A,9/24/2024,40.76656844,-73.90512353,401,22,14100,4013583,4007320045,QN70,
50047928,WAKAMATSU JAPANESE RESTAURANT,Queens,7018,GRAND AVE,11378,Japanese,6/10/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,6/10/2024,40.72762831,-73.89248277,405,30,49302,4062726,4027970011,QN30,
50011004,BRAVO AFRICAN RESTAURANT,Bronx,1473,WESTCHESTER AVENUE,10472,African,10/21/2024,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,51,Z,10/21/2024,40.82840755,-73.88136693,209,17,5400,2024999,2037700030,BX08,
50071557,SEY COFFEE,Brooklyn,18,GRATTAN STREET,11206,Coffee/Tea,4/23/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,4/23/2024,40.7055031,-73.93255362,301,34,45300,3407391,3031020015,BK77,
41701298,CHINESE GOURMET,Bronx,1810,CEDAR AVENUE,10453,Chinese,2/20/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2/20/2024,40.85268259,-73.92017865,205,16,20502,2009227,2028810005,BX36,
40948382,NEW COUNTRY HOUSE,Brooklyn,887,FULTON STREET,11238,American,6/26/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/26/2024,40.68369198,-73.96779862,302,35,19900,3056594,3019760001,BK69,
41396894,BURGER KING,Bronx,1590,HUTCHINSON RIVER PARKWAY,10461,Hamburgers,1/31/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,1/31/2024,40.84307298,-73.8368348,210,13,26400,2097508,2053860001,BX52,
41040376,THE GRILL HOUSE,Bronx,1991,BRONXDALE AVENUE,10462,Middle Eastern,4/26/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,4/26/2024,40.8499325,-73.8646216,211,13,23000,2048001,2042610024,BX37,
40720393,ANDREW'S DINER,Staten Island,4160,HYLAN BOULEVARD,10308,American,2/23/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,25,B,2/23/2024,40.53848791,-74.14920068,503,51,15603,5068355,5053110001,SI54,
50125424,CAFE PREMIATA,Queens,7208,MAIN ST,11367,Jewish/Kosher,11/4/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,11/4/2024,40.72639005,-73.82169061,408,24,77902,4143394,4066210002,QN37,
40859175,PRIVE,Staten Island,813,ANNADALE ROAD,10312,Greek,5/9/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,5/9/2024,40.54214484,-74.17743091,503,51,17005,5080060,5062250021,SI01,
41442317,CROWN FRIED CHICKEN,Brooklyn,2106,LINDEN BOULEVARD,11207,Chicken,3/14/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,12,A,3/14/2024,40.66095876,-73.88504675,305,42,110400,3097677,3043530007,BK82,
50108108,GUARAPO,Brooklyn,58,NORTH    3 STREET,11249,Latin American,7/29/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,9,A,7/29/2024,40.71762154,-73.96344244,301,33,55500,3256316,3023577502,BK73,
41612554,DUNKIN,Bronx,3732,EAST TREMONT AVENUE,10465,Donuts,10/24/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,36,Z,10/24/2024,40.82647547,-73.82201035,210,13,15200,2079944,2055430156,BX52,
50002095,The Bahche BISON BOURBON,Brooklyn,191,7 STREET,11215,Jewish/Kosher,2/7/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,38,N,,40.67302993,-73.99074958,306,39,11900,3330540,3009910050,BK37,
50004304,OASIS COFFEE SHOP,Bronx,390,TIFFANY STREET,10474,Mexican,4/1/2024,Violations were cited in the following area(s).,04F,"Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,74,C,4/1/2024,40.80761597,-73.88949211,202,17,9300,2006935,2027740125,BX27,
50132482,LOVELESS COFFEE,Brooklyn,86,CENTRAL AVENUE,11206,Coffee/Tea,4/19/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,4/19/2024,40.70076953,-73.92990765,304,34,42500,3072049,3031630035,BK78,
50039403,CHANGLE CUISINE,Queens,4142A,MAIN ST,11355,Chinese,4/17/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,12,A,4/17/2024,40.75708765,-73.82897163,407,20,84900,4533985,4050420043,QN22,
41701563,KUNG FU TEA,Queens,8612,JUSTICE AVENUE,11373,Coffee/Tea,6/26/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/26/2024,40.73764769,-73.8770546,404,25,47300,4045399,4018420012,QN29,
50100871,CORNER BAKERY,Queens,8402,QUEENS BLVD,11373,Bakery Products/Desserts,2/9/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,27,B,2/9/2024,40.73711204,-73.87924233,404,30,47500,4057363,4024770001,QN29,
50146974,LUCKY HOUSE,Queens,10307,NORTHERN BLVD,11368,Chinese,11/7/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,27,Z,11/7/2024,40.75764402,-73.86547045,403,21,36500,4042052,4016980045,QN27,
50032968,ELLIE'S DINER & RESTAURANT,Bronx,58,METROPOLITAN OVAL,10462,American,1/26/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,1/26/2024,40.83775373,-73.85974234,209,18,21200,2096641,2039387501,BX46,
41634303,LA ESTRELLA TROPICAL,Bronx,744,BURKE AVENUE,10467,Spanish,8/9/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,8/9/2024,40.87139134,-73.86506588,212,12,33800,2055613,2045700025,BX07,
50015416,NEW CHINA WOK,Brooklyn,57,4 AVENUE,11217,Chinese,10/7/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28,C,10/7/2024,40.68257481,-73.97954232,306,39,12901,3018474,3009300077,BK37,
50143988,STEAM BOX RICE ROLL II,Brooklyn,6217,8 AVENUE,11220,Chinese,2/14/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12,A,2/14/2024,40.63419665,-74.01088793,310,38,12000,3141390,3057280003,BK34,
50107652,PURE EATS,Queens,2650,BQE WEST,11377,American,8/28/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,8/28/2024,40.76165283,-73.90214886,401,22,29700,4022555,4010190002,QN63,
41721832,PASTELITOS ELVYS,Brooklyn,255,WILSON AVENUE,11237,Spanish,3/26/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,18,B,3/26/2024,40.69798048,-73.92092717,304,37,43100,3074767,3032770001,BK77,
50006083,MCDONALD'S,Queens,3759,82ND ST,11372,Hamburgers,4/5/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11,A,4/5/2024,40.74938079,-73.88423311,403,21,28300,4036215,4014700049,QN28,
50133738,TEURA,Brooklyn,1215,SURF AVENUE,11224,Mediterranean,6/29/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10,A,6/29/2024,40.57554485,-73.98014038,313,47,35000,3196561,3072660254,BK23,
50159217,PIKASSO Y MAS,Bronx,609,EAST TREMONT AVENUE,10457,Other,10/29/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,10/29/2024,40.84630921,-73.89303116,206,15,37300,2011993,2030680099,BX17,
50090351,LA MADRINA Mexican Resturant,Bronx,334,EAST GUN HILL ROAD,10467,Mexican,1/2/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,8,A,1/2/2024,40.87880862,-73.87319806,207,11,42902,2018503,2033520039,BX43,
50116123,AGIâ€™S COUNTER,Brooklyn,818,FRANKLIN AVENUE,11225,Eastern European,5/10/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A,5/10/2024,40.66993208,-73.95824529,309,35,21300,3029675,3011850046,BK63,
50148047,F PLUS,Queens,13101,FOWLER AVE,11355,Korean,4/30/2024,Violations were cited in the following area(s).,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,12,N,,40.75182363,-73.83299872,407,20,84900,4538636,4050760043,QN22,
50046173,LA BAGEL DELIGHT,Brooklyn,90,COURT STREET,11201,Sandwiches,6/14/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,7,A,6/14/2024,40.69113179,-73.99168101,302,33,900,3395715,3002680001,BK09,
41501454,DUNKIN,Queens,2412,STEINWAY STREET,11103,Donuts,8/9/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A,8/9/2024,40.76870314,-73.91107369,401,22,14300,4010271,4006540053,QN70,
50094543,MBL & Q BURGER,Brooklyn,4310,8 AVENUE,11232,Chicken,3/14/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,24,Z,3/14/2024,40.64491554,-73.99977658,307,38,9200,3011025,3007320043,BK34,
50092152,CALI TAJADAS BAKERY & RESTAURANT,Brooklyn,241,BAY RIDGE AVENUE,11220,Spanish,1/16/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,13,A,1/16/2024,40.63612624,-74.02728187,310,47,6800,3145162,3058620066,BK31,
50108357,FLAMEZ CUISINE,Bronx,3728,BRONXWOOD AVENUE,10469,Caribbean,5/31/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,9,A,5/31/2024,40.88051694,-73.85772067,212,12,38800,2058964,2046880028,BX44,
50052217,LUNA CAFE,Bronx,601,EAST  187 STREET,10458,Coffee/Tea,3/4/2024,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,10,A,3/4/2024,40.85550149,-73.88745656,206,15,38900,2097284,2030770001,BX06,
50156341,GREAT WALL RESTAURANT,Bronx,1179,PUGSLEY AVENUE,10472,Chinese,9/25/2024,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,31,N,,40.83072116,-73.85707956,209,18,7200,2025817,2037920042,BX55,
41645944,INAKA,Brooklyn,597,VANDERBILT AVENUE,11238,Japanese,8/21/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,8/21/2024,40.67965725,-73.96812866,308,35,20300,3027899,3011380003,BK64,
50149876,PERI PERI,Brooklyn,235,MALCOLM X BOULEVARD,11233,African,6/18/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/18/2024,40.68471504,-73.92940538,303,36,38300,3046205,3016620008,BK35,
50144942,IHOP,Queens,2161,31ST ST,11105,American,3/19/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,5,A,3/19/2024,40.77688971,-73.90974844,401,22,11300,4016921,4008310001,QN72,
50094939,EMACK & BOLIO'S,Brooklyn,741,FULTON STREET,11217,Frozen Desserts,2/8/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2/8/2024,40.68652088,-73.9749438,302,35,3500,3059294,3021160005,BK68,
50147380,DRIFT BK RESTAURANT & LOUNGE,Brooklyn,4315,FARRAGUT ROAD,11203,Caribbean,6/28/2024,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,26,N,,40.63707449,-73.9350479,317,45,83600,3113519,3049900046,BK91,
50111584,TIANXIA ASIAN CUISINE,Queens,5908A,MAIN ST,11355,Chinese,5/2/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,49,Z,5/2/2024,40.74371016,-73.82566071,407,20,80301,4439946,4063810033,QN62,
50018268,MCDONALD'S,Staten Island,1815,FOREST AVENUE,10303,Hamburgers,4/8/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5,A,4/8/2024,40.62517921,-74.14937001,501,49,23900,5026992,5011800006,SI12,
50151032,NUTRICION FAMILIAR,Queens,8911,37TH AVE,11372,Other,9/24/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,N,,40.75045534,-73.87760113,403,25,27700,4035953,4014630035,QN28,
50146341,THE ELEANOR'S EK RESTAURANT & BAR,Bronx,3289,WESTCHESTER AVENUE,10461,African,2/20/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,24,N,,40.85292919,-73.82734339,210,13,30000,2047780,2042490046,BX10,
50017416,DUNKIN,Bronx,1111,EAST TREMONT AVENUE,10460,Donuts,10/21/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13,A,10/21/2024,40.83997463,-73.87686115,206,15,22000,2098842,2040040011,BX17,
50147744,Maxi's Noodle-2,Queens,5920,MAIN ST,11355,Chinese,7/3/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,7/3/2024,40.74364976,-73.82565004,407,20,80301,4139669,4063810043,QN62,
50097123,GABI JUICE BAR,Bronx,16,WEST BURNSIDE AVENUE,10453,"Juice, Smoothies, Fruit Salads",3/18/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,3/18/2024,40.85380159,-73.90802423,205,14,24300,2008400,2028630030,BX36,
